# Lunar Core 2.4.0 Handbook
# Created 2024/07/31 19:31:06


# Commands
/account {create | delete} [username] (reserved player uid). 创建或删除帐户。
/avatar {cur | all | lineup} lv(level) p(ascension) e(eidolon) s(skill levels). 设置当前角色的属性
/clear {relics | lightcones | materials | items} lv(filter level). 从目标玩家的库存中移除过滤物品。
/energy. 补充当前阵容中的所有角色能量。
/gender {male | female}。设置玩家性别。
/give [item id] x(amount) lv(level) r(rank) p(promotion). 给予目标玩家一件物品。
/giveall {materials | avatars | lightcones | relics | usables} lv(level). 向目标玩家提供物品。
/heal. 治疗你的角色。
/help. 显示可用命令的列表。
/kick @[player id]. 将一名玩家踢出服务器。
/lineup [avatar ids]. 使用风险自负！使用指定的头像 ID 设置您当前的阵容。
/mail [content]. 向目标玩家发送系统邮件。
899990105 : [Level 76] 虚卒•践踏者（错误）
899990106 : [Level 82] 虚卒•践踏者（错误）
899990110 : [Level 20] 兴风者（错误）
899990111 : [Level 36] 兴风者（错误）
899990112 : [Level 46] 兴风者（错误）
899990113 : [Level 56] 兴风者（错误）
899990114 : [Level 66] 兴风者（错误）
899990115 : [Level 76] 兴风者（错误）
899990116 : [Level 82] 兴风者（错误）
899991010 : [Level 20] 自动机兵•灰熊
899991011 : [Level 36] 自动机兵•灰熊
899991012 : [Level 46] 自动机兵•灰熊
899991013 : [Level 56] 自动机兵•灰熊
899991014 : [Level 66] 自动机兵•灰熊
899991015 : [Level 76] 自动机兵•灰熊
899991016 : [Level 82] 自动机兵•灰熊
899991020 : [Level 20] 自动机兵•齿狼
899991021 : [Level 36] 自动机兵•齿狼
899991022 : [Level 46] 自动机兵•齿狼
899991023 : [Level 56] 自动机兵•齿狼
899991024 : [Level 66] 自动机兵•齿狼
899991025 : [Level 76] 自动机兵•齿狼
899991026 : [Level 82] 自动机兵•齿狼
899991030 : [Level 20] 外宇宙之冰
899991031 : [Level 36] 外宇宙之冰
899991032 : [Level 46] 外宇宙之冰
899991033 : [Level 56] 外宇宙之冰
899991034 : [Level 66] 外宇宙之冰
899991035 : [Level 76] 外宇宙之冰
899991036 : [Level 82] 外宇宙之冰
899991040 : [Level 20] 外宇宙之炎
899991041 : [Level 36] 外宇宙之炎
899991042 : [Level 46] 外宇宙之炎
899991043 : [Level 56] 外宇宙之炎
899991044 : [Level 66] 外宇宙之炎
899991045 : [Level 76] 外宇宙之炎
899991046 : [Level 82] 外宇宙之炎
899992010 : [Level 20] 次元扑满
899992011 : [Level 36] 次元扑满
899992012 : [Level 46] 次元扑满
899992013 : [Level 56] 次元扑满
899992014 : [Level 66] 次元扑满
899992015 : [Level 76] 次元扑满
899992016 : [Level 82] 次元扑满
899992020 : [Level 20] 序列扑满
899992021 : [Level 36] 序列扑满
899992022 : [Level 46] 序列扑满
899992023 : [Level 56] 序列扑满
899992024 : [Level 66] 序列扑满
899992025 : [Level 76] 序列扑满
899992026 : [Level 82] 序列扑满


# Battle Monsters
1002011 : 冰锋
1002012 : 冰锋
1002013 : 无尽寒冬之槊
1002014 : 无尽寒冬之槊
1002015 : 冰锋
1002016 : 冰锋
1002017 : 无尽寒冬之槊
1002018 : 无尽寒冬之槊
1002020 : 流浪者
1002030 : 银鬃炮手
1002040 : 银鬃近卫
1002041 : 银鬃近卫
1002050 : 银鬃射手
1003010 : 银鬃尉官
1003011 : 银鬃尉官（错误）
1003012 : 银鬃尉官（完整）
1003013 : 银鬃尉官（完整）
1004010 : 可可利亚
1004011 : 可可利亚（完整）
1004012 : 可可利亚（完整）
1004013 : 可可利亚（幻象）
1004020 : 杰帕德
1004021 : 杰帕德
1004022 : 杰帕德（完整）
1004023 : 杰帕德（完整）
1004024 : 杰帕德（幻象）
1004025 : 杰帕德（幻象）
1004026 : 杰帕德
1004027 : 杰帕德
1004030 : 布洛妮娅
1004031 : 布洛妮娅（完整）
1004032 : 布洛妮娅（幻象）
1005010 : 可可利亚，虚妄之母
1005011 : 可可利亚，虚妄之母
1005012 : 可可利亚，虚妄之母
1005013 : 可可利亚，虚妄之母（幻象）
1012010 : 自动机兵•战犬
1012011 : 自动机兵•战犬
1012020 : 自动机兵•蜘蛛
1012021 : 自动机兵•蜘蛛
1012030 : 自动机兵•甲虫
1012040 : 辅助机械臂单元
1012041 : 辅助机械臂单元
1012042 : 辅助机械臂单元
1013010 : 自动机兵•灰熊
1013011 : 自动机兵•灰熊（错误）
1013012 : 自动机兵•灰熊（完整）
1013013 : 自动机兵•灰熊（完整）
1013014 : 自动机兵•灰熊（完整）
1013020 : 自动机兵•齿狼
1013021 : 自动机兵•齿狼（错误）
1013022 : 自动机兵•齿狼（完整）
1013023 : 自动机兵•齿狼（完整）
1013024 : 自动机兵•齿狼（完整）
1014010 : 史瓦罗
1014011 : 史瓦罗（完整）
1014012 : 史瓦罗（完整）
1014013 : 史瓦罗
1022010 : 永冬灾影
1022020 : 火焚灾影
1023010 : 炽燃徘徊者
1023011 : 炽燃徘徊者（错误）
1023020 : 深寒徘徊者
1023021 : 深寒徘徊者（错误）
2002010 : 云骑巡防士卒
2002020 : 飞剑
2002021 : 飞剑
2002030 : 幽府武弁
2002031 : 幽府武弁
2004010 : 「星核猎手」卡芙卡
2004011 : 「星核猎手」卡芙卡（完整）
2004012 : 「星核猎手」卡芙卡（完整）
2004013 : 「星核猎手」卡芙卡（幻象）
2004014 : 勾魂摄魄的支配者
2004020 : 云骑骁卫•彦卿
2004021 : 云骑骁卫•彦卿（完整）
2004022 : 云骑骁卫•彦卿（完整）
2004023 : 云骑骁卫•彦卿（幻象）
2004024 : 云骑骁卫•彦卿
2011010 : 入魔机巧 • 率从狻猊
2011020 : 入魔机巧 • 浓云金蟾
2012010 : 入魔机巧 • 灯昼龙鱼
2013010 : 金人司阍
2013011 : 金人司阍（错误）
2013012 : 金人司阍
2013020 : 金人勾魂使
2013021 : 金人勾魂使（错误）
2022010 : 魔阴身士卒
2022020 : 「药王秘传」内丹士
2022040 : 丰饶灵兽•娄金
2022050 : 丰饶灵兽•奎木
2022051 : 狈影
2022060 : 「药王秘传」器元士
2022070 : 肃风之杪
2022071 : 肃风之杪
2022080 : 缃叶之杪
2022081 : 缃叶之杪
2022090 : 繁花之杪
2022091 : 繁花之杪
2022100 : 嘉实之杪
2022101 : 嘉实之杪
2022110 : 魔阴武弁
2023010 : 「药王秘传」炼形者
2023011 : 「药王秘传」炼形者（错误）
2023020 : 丰饶灵兽•长右
2023021 : 丰饶灵兽•长右（错误）
2023030 : 承露天人
2023031 : 承露天人（错误）
2024010 : 丰饶玄鹿
2024011 : 丰饶玄鹿（完整）
2024012 : 丰饶玄鹿（完整）
2024013 : 丰饶玄鹿（幻象）
2024014 : 丰饶玄鹿
2024015 : 丰饶玄鹿（完整）
2024020 : 浮烟
2024021 : 浮烟（完整）
2032010 : 玄爪狼卒
2032020 : 蚀月狼卒
2033010 : 咆哮灵柩
3001010 : 惊梦剧团的弹簧荷官
3001020 : 惊梦剧团的舞鸫假面
3002010 : 惊梦剧团的圆幕先生
3002020 : 惊梦剧团的幸运贩售
3002030 : 惊梦剧团的气泡锂犬
3002040 : 惊梦剧团的发条暴徒
3002050 : 王下一桶
3002051 : 王下一桶（投影）
3002052 : 王下一桶
3002053 : 王下一桶（投影）
3002089 : null
3003010 : 惊梦剧团的十七分熟
3003011 : 惊梦剧团的十七分熟（投影）
3003012 : 惊梦剧团的十七分熟（错误）
3003020 : 惊梦剧团的甜猿泰山
3003021 : 惊梦剧团的甜猿泰山（投影）
3003022 : 惊梦剧团的甜猿泰山（错误）
3003030 : 「身陷樊笼的往昔」
3003031 : 「身陷樊笼的往昔」
3003032 : 「身陷樊笼的往昔」（错误）
3003033 : 「身陷樊笼的往昔」（完整）
3003040 : 「同音共律的来日」
3003041 : 「同音共律的来日」
3003042 : 「同音共律的来日」（错误）
3003043 : 「同音共律的来日」（完整）
3003050 : 「醉于盛会的此刻」
3003051 : 「醉于盛会的此刻」
3003052 : 「醉于盛会的此刻」（错误）
3003053 : 「醉于盛会的此刻」（完整）
3004010 : 昔在、今在、永在的剧目
3004011 : 昔在、今在、永在的剧目（完整）
3011010 : 忆域迷因「视线无处不在」
3012010 : 忆域迷因「何物藏于镜中」
3012020 : 忆域迷因「我心支离破碎」
3012030 : 永眠墓碣
3012031 : 永眠墓碣
3012040 : 忆域迷因「虚荣永无餍足」
3013010 : 忆域迷因「狂怒褪去之壳」
3013011 : 忆域迷因「狂怒褪去之壳」
3014020 : 忆域迷因「何物朝向死亡」
3014021 : 忆域迷因「何物朝向死亡」（投影）
3014022 : 忆域迷因「何物朝向死亡」（完整）
3014024 : 忆域迷因「何物朝向死亡」
3021020 : 「授勋」
3021021 : 「授勋」
3021022 : 「授勋」
3021030 : 「枪尖」
3021031 : 「枪尖」
3021032 : 「枪尖」
3021040 : 「盾」
3021041 : 「盾」
3021042 : 「盾」
3022010 : 旧梦的回声
3024010 : 银枝
3024011 : 银枝（完整）
3024012 : 银枝
3024013 : 芒寒色正的银骑士
3024020 : 「星核猎手」萨姆
3024021 : 「星核猎手」萨姆
3024022 : 「星核猎手」萨姆
3024023 : 「星核猎手」萨姆（完整）
3025010 : 「齐响诗班」神主日
3025011 : 「齐响诗班」神主日
3025012 : 「齐响诗班」神主日
8001010 : 炎华造物
8001020 : 霜晶造物
8001030 : 无想面具
8001040 : 鸣雷造物
8001050 : 巽风造物
8002010 : 虚数织叶者
8002040 : 次元扑满
8002041 : null
8002050 : 序列扑满
8002051 : 扑大哥
8002052 : 扑老二
8002053 : 扑三弟
8002054 : 序列扑满
8002055 : 扑大哥
8002056 : 扑老二
8002057 : 扑三弟
8002058 : 序列扑满
8002059 : 序列扑满（稀有）
8002060 : 毁灭扑满
8002061 : 毁灭扑满
8002070 : 丰饶扑满
8002071 : 丰饶扑满
8002080 : 存护扑满
8002081 : 存护扑满
8002082 : 存护扑满
8002090 : 序列扑满
8002091 : 序列扑满
8002100 : 扑大哥
8002101 : 扑老二
8002102 : 扑三弟
8003010 : 外宇宙之冰
8003011 : 外宇宙之冰（错误）
8003020 : 外宇宙之炎
8003021 : 外宇宙之炎（错误）
8003030 : 守护者之影
8003031 : 守护者之影（错误）
8003040 : 蚕食者之影
8003041 : 蚕食者之影（错误）
8003042 : 蚕食者之影
8003050 : 兴风者
8003051 : 兴风者（错误）
8003052 : 兴风者
8011010 : 重子
8011020 : 反重子
8012010 : 虚卒•掠夺者
8012020 : 虚卒•篡改者
8012021 : 虚卒•篡改者
8012030 : 虚卒•抹消者
8012140 : 灾虐的右手
8012142 : 黎明的左手
8012143 : 灾虐的右手
8012145 : 黎明的左手
8012146 : 灾虐的右手
8012147 : 黎明的左手
8012200 : 丰饶玄莲
8012201 : 丰饶玄莲
8012202 : 丰饶玄莲
8012203 : 丰饶玄莲
8012210 : 破灭玄莲
8012211 : 破灭玄莲
8012212 : 破灭玄莲
8012213 : 破灭玄莲
8013010 : 虚卒•践踏者
8013011 : 虚卒•践踏者（错误）
8013012 : 虚卒•践踏者
8013013 : 虚卒•践踏者
8013141 : 反物质引擎
8013144 : 反物质引擎
8013145 : 反物质引擎
8015010 : 末日兽
8015011 : 末日兽
8015012 : 诛尽杀绝的灭星兽
8015020 : 不死神实•幻胧
8015021 : 不死神实•幻胧
8022010 : 幼蛰虫
8022020 : 次蛰虫
8022030 : 蚀蛰虫
8024010 : 虫群•真蛰虫（完整）
8024011 : 虫群•真蛰虫
8024012 : 虫群•真蛰虫（完整）
8025010 : 碎星王虫•斯喀拉卡巴兹（拟造）
8032010 : 基层员工•外勤
8032020 : 基层员工•安保
8032030 : 「所有或一无所有」
8032031 : 「所有或一无所有」
8032032 : 「所有或一无所有」
8033010 : 资深员工•组长
8033011 : 资深员工•组长（错误）
8033013 : 资深员工•组长
8034010 : 「石心十人」诡弈砂金
8034011 : 「石心十人」诡弈砂金（完整）
100201101 : 冰锋
100201201 : 冰锋
100201501 : 冰锋（幻象）
100201502 : 冰锋
100201503 : 冰锋
100201504 : 冰锋
100201505 : 冰锋
100201601 : 冰锋（幻象）
100201602 : 冰锋
100201603 : 冰锋
100201604 : 冰锋
100201605 : 冰锋
100201702 : 无尽寒冬之槊（幻象）
100201703 : 无尽寒冬之槊
100201704 : 无尽寒冬之槊
100201705 : 无尽寒冬之槊
100201706 : 无尽寒冬之槊
100201802 : 无尽寒冬之槊（幻象）
100201803 : 无尽寒冬之槊
100201804 : 无尽寒冬之槊
100201805 : 无尽寒冬之槊
100201806 : 无尽寒冬之槊
100202001 : 流浪者
100202002 : 流浪者
100202003 : 流浪者
100202004 : 阿修
100202005 : 「机械格斗流」多蒙
100202006 : 流浪者
100202007 : 流浪者
100202008 : 流浪者
100202009 : 流浪者
100202010 : 流浪者
100202011 : 流浪者
100202012 : 流浪者
100202013 : 流浪者
100202014 : 流浪者
100202015 : 流浪者
100202016 : 流浪者
100202017 : 流浪者
100202019 : 流浪者
100202020 : 流浪者
100202101 : 流浪者
100203001 : 银鬃炮手
100203002 : 银鬃炮手
100203003 : 银鬃炮手
100203004 : 银鬃炮手
100203005 : 银鬃炮手
100203006 : 银鬃炮手
100203007 : 银鬃炮手
100203008 : 银鬃炮手
100203009 : 银鬃炮手
100203010 : 银鬃炮手
100203011 : 银鬃炮手
100203012 : 银鬃炮手（幻象）
100203013 : 银鬃炮手
100203016 : 银鬃炮手
100203017 : 银鬃炮手
100203018 : 银鬃炮手
100203019 : 银鬃炮手
100203020 : 银鬃炮手
100203021 : 银鬃炮手
100204001 : 银鬃近卫
100204002 : 银鬃近卫
100204003 : 银鬃近卫「桑皮」
100204004 : dev_眩晕怪
100204005 : 银鬃近卫
100204006 : 银鬃近卫
100204007 : 银鬃近卫
100204008 : 银鬃近卫
100204009 : 银鬃近卫
100204010 : 银鬃近卫
100204011 : 银鬃近卫
100204012 : 银鬃近卫
100204013 : 银鬃近卫
100204014 : 银鬃近卫
100204015 : 银鬃近卫
100204016 : 银鬃近卫
100204017 : 银鬃近卫
100204018 : null
100204019 : 银鬃近卫
100204020 : 银鬃近卫
100204021 : 银鬃近卫
100204022 : 银鬃近卫
100204023 : 银鬃近卫
100204024 : 银鬃近卫
100204025 : 银鬃近卫
100204026 : 银鬃近卫
100204027 : 银鬃近卫
100204101 : 银鬃近卫
100205001 : 银鬃射手
100205002 : 银鬃射手
100205003 : 银鬃射手
100205004 : 银鬃射手
100205005 : 银鬃射手
100205006 : 银鬃射手
100205007 : 银鬃射手
100205008 : 银鬃射手
100205009 : 银鬃射手
100205010 : 银鬃射手
100205011 : 银鬃射手
100205012 : 银鬃射手
100205013 : 银鬃射手
100205014 : null
100205015 : 银鬃射手
100205016 : 银鬃射手
100205017 : 银鬃射手
100205018 : 银鬃射手
100205019 : 银鬃射手
100205020 : 银鬃射手
100205021 : 银鬃射手
100205022 : 银鬃射手
100205023 : 银鬃射手
100205024 : 银鬃射手
100206001 : 无尽寒冬之槊
100206002 : 无尽寒冬之槊
100206003 : 无尽寒冬之槊
100206004 : 无尽寒冬之槊
100206101 : 无尽寒冬之槊
100206102 : 无尽寒冬之槊
100206103 : 无尽寒冬之槊
100206104 : 无尽寒冬之槊
100206201 : 无尽寒冬之槊
100206202 : 无尽寒冬之槊
100206203 : 无尽寒冬之槊
100206204 : 无尽寒冬之槊
100206301 : 无尽寒冬之槊
100206302 : 无尽寒冬之槊
100206303 : 无尽寒冬之槊
100206304 : 无尽寒冬之槊
100301001 : 银鬃尉官邓恩
100301002 : 银鬃尉官邓恩
100301003 : 银鬃尉官
100301004 : 银鬃尉官
100301005 : 银鬃尉官
100301006 : 银鬃尉官
100301007 : 银鬃尉官
100301008 : 银鬃尉官
100301009 : 银鬃尉官
100301010 : 银鬃尉官
100301011 : 银鬃尉官
100301012 : 银鬃尉官
100301013 : 银鬃尉官
100301014 : 银鬃尉官
100301015 : 银鬃尉官
100301016 : 银鬃尉官
100301017 : 银鬃尉官
100301018 : 银鬃尉官
100301019 : 银鬃尉官
100301020 : 银鬃尉官
100301021 : 银鬃尉官
100301022 : 银鬃尉官
100301023 : 银鬃尉官
100301024 : 银鬃尉官
100301025 : 银鬃尉官
100301028 : 银鬃尉官
100301101 : 银鬃尉官（错误）
100401001 : 可可利亚
100401002 : 可可利亚
100401003 : 可可利亚
100401004 : 可可利亚
100401005 : 可可利亚
100401006 : 可可利亚
100401007 : 可可利亚
100401008 : 可可利亚
100401010 : 可可利亚
100401011 : 可可利亚
100401401 : 无望冽风的幻灭者
100401402 : 无望冽风的幻灭者
100401403 : 无望冽风的幻灭者
100401404 : 无望冽风的幻灭者
100402001 : 杰帕德
100402002 : 杰帕德
100402003 : 杰帕德
100402004 : 杰帕德
100402005 : 杰帕德
100402006 : 杰帕德
100402007 : 杰帕德
100402008 : 杰帕德
100402009 : 杰帕德
100402010 : 杰帕德
100402201 : 杰帕德（完整）
100402601 : 杰帕德
100402602 : 杰帕德
100402603 : 杰帕德
100402604 : 杰帕德
100402701 : 杰帕德
100402702 : 杰帕德
100402703 : 杰帕德
100403001 : 布洛妮娅
100403002 : 布洛妮娅
100403003 : 布洛妮娅
100403004 : 布洛妮娅
100403005 : 布洛妮娅
100403006 : 布洛妮娅
100403007 : 布洛妮娅
100403101 : 布洛妮娅（完整）
100403102 : 布洛妮娅（完整）
100501401 : 无望冽风的幻灭者•虚妄之母
100501402 : 无望冽风的幻灭者•虚妄之母
100501403 : 无望冽风的幻灭者•虚妄之母
100501404 : 无望冽风的幻灭者•虚妄之母
101201001 : 自动机兵•战犬
101201002 : 自动机兵•战犬
101201003 : 自动机兵•战犬
101201004 : 自动机兵•战犬
101201005 : 自动机兵•战犬
101201006 : 自动机兵•战犬
101201007 : 自动机兵•战犬
101201008 : 失真
101201009 : 自动机兵•战犬
101201010 : 自动机兵•战犬
101201011 : 自动机兵•战犬
101201012 : 自动机兵•战犬
101201013 : 自动机兵•战犬
101201014 : 自动机兵•战犬
101201015 : 自动机兵•战犬
101201016 : 自动机兵•战犬
101201017 : 自动机兵•战犬
101201018 : 自动机兵•战犬
101201019 : 自动机兵•战犬
101202001 : 「新人克星」希罗
101202002 : 「新人克星」尤尔
101202003 : 偷窃零件的机器人
101202101 : 自动机兵•蜘蛛
101202102 : 「遥控支援系统•轻骑兵」
101202103 : 自动机兵•蜘蛛
101202104 : 自动机兵•蜘蛛
101202105 : 自动机兵•蜘蛛
101202106 : 自动机兵•蜘蛛
101202107 : 自动机兵•蜘蛛
101202108 : 自动机兵•蜘蛛
101202109 : 自动机兵•蜘蛛
101202110 : 自动机兵•蜘蛛
101202111 : 自动机兵•蜘蛛
101203001 : 自动机兵•甲虫
101203002 : 自动机兵•甲虫
101203003 : 「哔•咔•啾」
101203004 : 偷窃零件的机器人
101203005 : 自动机兵•甲虫
101203006 : 自动机兵•甲虫
101203007 : 自动机兵•甲虫
101203008 : 自动机兵•甲虫
101203009 : 自动机兵•甲虫
101203010 : 自动机兵•甲虫
101203011 : 自动机兵•甲虫
101203012 : 失真
101203013 : 自动机兵•甲虫
101203014 : 自动机兵•甲虫
101203015 : 自动机兵•甲虫
101203016 : 自动机兵•甲虫
101203017 : 自动机兵•甲虫
101301001 : 自动机兵•灰熊
101301002 : 自动机兵•灰熊
101301003 : 自动机兵•灰熊
101301004 : 自动机兵•灰熊
101301005 : 「灰背鲸」
101301006 : 自动机兵•灰熊
101301007 : 自动机兵•灰熊
101301008 : 自动机兵•灰熊
101301009 : 自动机兵•灰熊
101301010 : 自动机兵•灰熊
101301011 : 自动机兵•灰熊
101301012 : 自动机兵•灰熊
101301013 : 自动机兵•灰熊
101301014 : 自动机兵•灰熊
101301015 : 自动机兵•灰熊
101301016 : 自动机兵•灰熊
101301017 : 自动机兵•灰熊
101301018 : 自动机兵•灰熊
101301019 : 自动机兵•灰熊
101301020 : 自动机兵•灰熊
101301021 : 自动机兵•灰熊
101301022 : 自动机兵•灰熊
101301023 : 自动机兵•灰熊
